FID,Status,Narrative,Date_Time_,Quarter,Date_Time1,Location_1,Location_2,Location_3,Location_4,Location_5,Location_6,Location_7,Location_8,Location_9,Locatio_10,Locatio_11,Locatio_12,Func__Loca,Location_L,Locatio_13,Location_N,Actor_1__P,Actor_1__1,Actor_1__2,Actor_1__3,Actor_2__T,Actor_2__1,Actor_2__2,Actor_2__3,Act_OLD_1,Act_OLD_2,Act_OLD_3,Act_OLD_Mo,Act_1,Act_2,Act_3,Act_4,Act_Mode,NGO_Incide,Section,Region,Inserted_O,Inserted_1,Incident,lon,lat
63,Verified,"GF/NA arrested two herdsmen suspected of having crossed the security trench despite GF’s warning. The herdsmen jumped from GF’s vehicle while it was in transit, trying to escape, prompting GF to shoot and kill one of the herdsmen and arrest another.",24/12/2022,4th,17:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Molai,NGA100552, , , , ,N/A,11.74942,13.07823, ,Government Forces,Army,Nigerian Army (NA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,25/12/2022,18:47,nga:63a88f4b,13.07823,11.74942
64,Verified,"A group of suspected OAG/ISWAP operatives with rifles attacked a group of suspected OAG/JAS operatives, prompting an exchange of fire. The armed clash lasted for several hours. At least 20 operatives were killed, and stray bullets hit and killed two fish",24/12/2022,4th,14:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Chingori,NGA19292, , , , ,N/A,11.78612,13.66852, ,OAG,Unknown OAG (NGA), , ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,26/12/2022,11:27,nga:63a9773b,13.66852,11.78612
65,Verified,"OAG operatives with rifles and on motorcycles arrived at farmlands on the outskirts of the area, prompting the farmers to flee. The operatives abducted at least five male farmers before withdrawing. Shortly after, the operatives contacted the family memb",24/12/2022,4th,12:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Malari,NGA19542, , , , ,Farmland,11.69254,13.35047, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, , , ,25/12/2022,08:38,nga:63a7ffc5,13.35047,11.69254
66,Verified,"OAG operatives with rifles on motorcycles arrived at the farmlands and shot sporadically toward the farmers, prompting the farmers to flee. GF/NA, upon hearing the gunshots, deployed to the location and engaged the operatives in an exchange of fire for s",24/12/2022,4th,12:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Galjeri Gana,NGA19348, , , , ,Farmland,11.69741,13.37404, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,25/12/2022,09:39,nga:63a80c99,13.37404,11.69741
68,Verified,GF/NA restricted vehicle movements along Maiduguri-Damboa Road until at about 1228hrs on 27.12.2022. The restriction was due to the Christmas period.,24/12/2022,4th,09:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Maiduguri,NGA21518, , , , ,Road/Roadside,11.77377,13.11615, ,Government Forces,Army,Nigerian Army (NA), ,General Public,Other General Public, , , , , , ,Misc. Events,Other Misc. Events, , ,Perpetrated, ,MAIDUGURI - DAMBOA RD, ,27/12/2022,15:22,nga:63aaffb4,13.11615,11.77377
70,Verified,"OAG/ISWAP operatives with rifles and on six motorcycles ambushed hunters aboard a light truck in transit to Ngala town, prompting the hunters to return fire for several minutes until they abandoned the truck and retreated. Shortly, a GF/NA reinforcement",24/12/2022,4th,08:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Logomani,NGA22817, , , , ,Road/Roadside,12.20011,14.01785, ,OAG,ISWAP, , ,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, ,NGALA - DIKWA RD, ,27/12/2022,09:29,nga:63aaaec7,14.01785,12.20011
71,Verified,"GF/NAF conducted an airstrike against suspected OAG camps in the area. The outcome is unknown. The airstrike was part of the ""Show No Mercy"" operation.",24/12/2022,4th,06:00,Nigeria,nga,Borno,NG008,Abadam,NG008001,Tumbum Magari,NGA12590, , , , ,Minor Outpost or Camp (Any actor),13.39941,13.56164,Suspected OAG Camps,Government Forces,Airforce,Nigerian Air Force (NAF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Platforms,Airstrike, ,Perpetrated, , , ,25/12/2022,19:03,nga:63a892ee,13.56164,13.39941
76,Verified,Five OAG operatives with rifles and on foot arrived at farmlands and stole four carts from female farmers. There were no casualties reported.,23/12/2022,4th,15:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Garal,NGAc2e3f94e79dd308946cbc9e17b1725d3, , , , ,Farmland,12.48989,14.14, ,OAG,Unknown OAG (NGA), , ,General Public,Identity Group,Woman, , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,25/12/2022,07:33,nga:63a7f03f,14.14,12.48989
77,Verified,OAG operatives with rifles and knives arrived at farmland and killed a male farmer by slitting his throat while harvesting his crops. Civilians recovered the dead body of the victim in the area on 24.12.2022.,23/12/2022,4th,15:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Mussa,NGA100339, , , , ,Farmland,10.73556,13.13326, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,25/12/2022,09:16,nga:63a80aa9,13.13326,10.73556
78,Verified,"Several OAG operatives with rifles and on seven motorcycles attacked GF/CJTF members and hunters on patrol along the road, prompting an exchange of fire. The armed clash lasted for several minutes until the CJTF members and hunters retreated and the oper",23/12/2022,4th,14:00,Nigeria,nga,Borno,NG008,Ngala,NG008025,Missini,NGA22831, , , , ,Road/Roadside,12.27,14.08788, ,OAG,Unknown OAG (NGA), , ,Government Forces,Para Military/PSC,Civilian Joint Task Force (CJTF), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, ,NGALA - DIKWA RD, ,25/12/2022,08:03,nga:63a7f7f9,14.08788,12.27
79,Verified,GF/NA on patrol recovered an OAG road-planted IED along a secondary road and safely disposed of it via controlled detonation.,23/12/2022,4th,13:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Mussa,NGA100339, , , , ,Road/Roadside,10.73716,13.12815,Musssa Secondary Road,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Misc. Events,Controlled Detonation, , ,Perpetrated, , , ,25/12/2022,07:13,nga:63a7ed30,13.12815,10.73716
80,Verified,GF/NA fired at least three heavy artillery projectiles toward the southern outskirts of the location upon sighting OAG operatives with rifles and on 15 motorcycles. There were no reported casualties.,23/12/2022,4th,04:00,Nigeria,nga,Borno,NG008,Jere/maiduguri,NG008013,Muna Dalti,NGA18496, , , , ,Population Centre Outskirts,11.8684,13.2445, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,"Artillery, Rockets & Missiles",Artillery, ,Perpetrated, , , ,23/12/2022,09:08,nga:63a5659a,13.2445,11.8684
81,Verified,"Suspected OAG/JAS operatives with rifles and HMGs arrived on several motorised boats and canoes and attacked a suspected OAG/ISWAP camp. The attackers shot and killed at least 20ISWAP operatives, while others fled. Afterward, they abducted at least a hun",23/12/2022,4th,04:00,Nigeria,nga,Borno,NG008,Marte,NG008022,Tumbum Koshe,NGA21775, , , , ,Waterways,12.58053,14.05928,Suspected OAG Camp.,OAG,Unknown OAG (NGA), , ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Combination,CO3: SALW + Platforms, ,Perpetrated, , , ,04/01/2023,16:05,nga:63b59817,14.05928,12.58053
82,Verified,"Suspected OAG/JAS operatives with rifles and HMGs arrived on several motorised boats and canoes and attacked a suspected OAG/ISWAP camp. The attackers shot and killed an unspecified number of ISWAP operatives, while others fled. Afterward, they abducted",23/12/2022,4th,04:00,Nigeria,nga,Borno,NG008,Marte,NG008022,Tumbumma,NGATu1601545257982, , , , ,Waterways,12.59764,14.02525,Suspected OAG Camp.,OAG,Unknown OAG (NGA), , ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Combination,CO3: SALW + Platforms, ,Perpetrated, , , ,04/01/2023,16:17,nga:63b599d3,14.02525,12.59764
83,Verified,"OAG operatives with rifles and on six motorcycles, and others on foot and with carts, arrived at farmlands and stole crops.",22/12/2022,4th,21:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Bazamri,NGA19226, , , , ,Farmland,11.6743,13.4526, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,23/12/2022,09:58,nga:63a57173,13.4526,11.6743
84,Verified,"OAG/ISWAP operatives with rifles and on motorcycles arrived at the location and began shooting sporadically into the air, prompting the civilians to flee. Afterward, the operatives fired shots that killed a male civilian, injured a child who later died,",22/12/2022,4th,18:00,Nigeria,nga,Borno,NG008,Chibok,NG008006,Korohuma,NGA14577, , , , ,N/A,10.728537,12.780096, ,OAG,ISWAP, , ,General Public,Identity Group,Religious Group, , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,23/12/2022,08:40,nga:63a55dd5,12.780096,10.728537
86,Verified,"OAG operatives without rifles and on foot arrived at farmland and stole nine bicycles. While leaving, the farmers saw the operatives and chased them, prompting the operatives to abandon one stolen bicycle and flee with the remaining eight bicycles.",22/12/2022,4th,14:00,Nigeria,nga,Borno,NG008,Gwoza,NG008011,Walaa'B',NGAbb9ddd0fb4a07ac5e03c7258dcf1eaa8, , , , ,Farmland,11.15617,13.73543, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,24/12/2022,07:45,nga:63a6a286,13.73543,11.15617
87,Verified,"OAG operatives with rifles arrived at the area and abducted 14 male IDPs while cutting thatches. On 23.12.2022, the OAG operatives contacted the family members of the abductees and demanded a 500,000 naira ransom for each abductee. The abductees were rel",22/12/2022,4th,12:00,Nigeria,nga,Borno,NG008,Mafa,NG008019,Loskuri Gana,NGA20444, , , , ,N/A,11.832971,13.409456, ,OAG,Unknown OAG (NGA), , ,General Public,Identity Group,IDPs, , , , , ,Confine,Abduction,Kidnap, ,Perpetrated, , , ,23/12/2022,07:51,nga:63a5536c,13.409456,11.832971
89,Verified,Six OAG operatives on foot with rifles arrived at farmlands. They stole five bicycles belonging to the farmers.,22/12/2022,4th,11:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Kayamla,NGA19454, , , , ,Farmland,11.692042,13.22025, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,22/12/2022,21:00,nga:63a4ba73,13.22025,11.692042
90,Verified,Several OAG operatives with rifles arrived at the area and abducted a male civilian at his residence. The operatives accused him of pretending to be an OAG to defraud people in the area.,22/12/2022,4th,02:00,Nigeria,nga,Borno,NG008,Kaga,NG008014,Galangi,NGA18709, , , , ,Private Residence,11.507751,12.51581, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,22/12/2022,21:15,nga:63a4bc7b,12.51581,11.507751
94,Verified,GF/NA opened small arms fire towards the outskirts of the town upon sighting OAG operatives. The operatives had rifles and were aboard four vehicles and seven motorcycles. They were crossing the road with their cattle. Both groups exchanged fire for seve,21/12/2022,4th,18:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Mairamri,NGA19532, , , , ,Population Centre Outskirts,11.60194,13.490542, ,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,22/12/2022,14:07,nga:63a456d7,13.490542,11.60194
95,Verified,"OAG operatives with rifles, aboard 10 light trucks mounted with HMGs, and on eight motorcycles arrived at the location and removed some roofing sheets from residences that were abandoned and unoccupied. The operatives had, earlier on the same day, abduct",21/12/2022,4th,15:00,Nigeria,nga,Borno,NG008,Guzamala,NG008010,Gudumbali,NGA16593, , , , ,Private Residence,12.94363,13.177035, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Looting, , ,Perpetrated, , , ,22/12/2022,10:27,nga:63a42333,13.177035,12.94363
96,Verified,"OAG operatives with rifles and on 10 motorcycles infiltrated farmlands in the area and rounded up 31 male and 10 female farmers and attempted to abduct them. GF/NA, following a tip-off, deployed to the scene and engaged the operatives in an exchange of f",21/12/2022,4th,13:00,Nigeria,nga,Borno,NG008,Mafa,NG008019,Ladin Mbuta,NGA100655, , , , ,Farmland,12.0412,13.2502, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Attempted, , , ,22/12/2022,09:15,nga:63a41287,13.2502,12.0412
97,Verified,"Several OAG operatives armed with rifles aboard 10 light trucks mounted with HMGs and eight motorcycles arrived in the town and abducted four male civilians at their private residences. Reportedly, the operatives had identified the victims and inquired a",21/12/2022,4th,13:00,Nigeria,nga,Borno,NG008,Kukawa,NG008017,Kukawa,NGA19867, , , , ,Private Residence,12.924753,13.566168, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Confine,Abduction,Unresolved Abduction, ,Perpetrated, , , ,22/12/2022,10:03,nga:63a420de,13.566168,12.924753
100,Verified,"GF/vigilantes, following a tip-off, apprehended a male criminal suspected of having burgled a provision shop earlier the same day. He was handed over to GF/NPF.",21/12/2022,4th,09:00,Nigeria,nga,Yobe,NG036,Gujba,NG036007,Buni Yadi,NGA25383, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",11.276125,12.007707,Yadi Market Area.,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,23/12/2022,09:34,nga:63a56a64,12.007707,11.276125
101,Verified,"OAG operatives with rifles ambushed a GF/NA convoy on the outskirts of the town while it was in transit along the road, prompting GF to return fire. They exchanged fire for several minutes until a GF reinforcement team deployed, causing the operatives to",21/12/2022,4th,07:00,Nigeria,nga,Borno,NG008,Konduga,NG008016,Konduga,NGA19476, , , , ,Road/Roadside,11.6275,13.4476,3km South Along Konduga Bama Road,OAG,Unknown OAG (NGA), , ,Government Forces,Army,Nigerian Army (NA), , , , , ,Attack,Small Arms & Light Weapons,Small Arms, ,Perpetrated, , , ,21/12/2022,16:46,nga:63a32b02,13.4476,11.6275
104,Verified,"OAG operatives with rifles and their family members relocated to the location and ordered fishermen in the area to vacate the area. Reports indicated that the fishermen complied with the directives and relocated to Dowoshi, Kukawa LGA.",21/12/2022,4th, ,Nigeria,nga,Borno,NG008,Kukawa,NG008017,Dabar-masara,NGA100635, , , , ,N/A,12.804636,13.839307, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Misc. Events,Displacement, , ,Perpetrated, , , ,26/12/2022,12:59,nga:63a98d9f,13.839307,12.804636
105,Verified,"OAG operatives with rifles and on gun trucks infiltrated the location and fired SAF sporadically in the air, prompting residents to flee. The operatives proceeded and looted foodstuffs in the community before they left. No casualties were recorded.",20/12/2022,4th,23:00,Nigeria,nga,Adamawa,NG002,Madagali,NG002010,Tur,NGATu1648548522807, , , , ,N/A,10.92852,13.72604, ,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Looting, , ,Perpetrated, , , ,23/12/2022,09:52,nga:63a56ebd,13.72604,10.92852
106,Verified,GF/vigilantes on patrol apprehended a male civilian with a motorcycle suspected of being stolen along a secondary road. The individual is on the vigilantes’ wanted list for motorcycle theft.,20/12/2022,4th,19:00,Nigeria,nga,Adamawa,NG002,Yola South,NG002021,Yolde Pate,NGA12288, , , , ,Road/Roadside,9.2,12.45,Secondary road.,Government Forces,Para Military/PSC,Para-Military/PSC (NGA), ,Criminal,Individual Criminal(s), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,23/12/2022,09:10,nga:63a5628a,12.45,9.2
108,Verified,"OAG operatives with rifles on several light trucks infiltrated the location, broke into a government health facility, and stole medical supplies and solar equipment. No casualties were reported.",20/12/2022,4th,17:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Ngulde,NGA12913, , , , ,Health Facility,10.666106,12.544591,Health Care Center,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,21/12/2022,16:40,nga:63a32c40,12.544591,10.666106
109,Verified,"GF/NAF conducted an airstrike against suspected OAG/ISWAP and suspected OAG/JAS operatives in the area during an inter-OAG clash. The resulting airstrikes killed at least 100 OAG operatives. The airstrike was part of the ""Show No Mercy"" operation.",20/12/2022,4th,16:00,Nigeria,nga,Borno,NG008,Bama,NG008003,Busuwa,NGA13187, , , , ,N/A,11.55685,13.67477, ,Government Forces,Airforce,Nigerian Air Force (NAF), ,OAG,Unknown OAG (NGA), , , , , , ,Attack,Platforms,Airstrike, ,Perpetrated, , , ,22/12/2022,20:44,nga:63a4b4e4,13.67477,11.55685
111,Verified,"GF/NA, acting on a tip-off, arrived at a pharmaceutical store and arrested a male civilian. The victim was suspected of supplying pharmaceutical drugs to OAG operatives.",20/12/2022,4th,12:00,Nigeria,nga,Borno,NG008,Biu,NG008005,Dugja,NGAf09b5bab5e51861bdda01faba621064a, , , , ,"Public Commercial Facility (Hotel, Restaurant, Mall, Stadium)",10.6323,12.1361,Bakin Kasuwa,Government Forces,Army,Nigerian Army (NA), ,OAG,Unknown OAG (NGA), , , , , , ,Confine,Arrest (lawful), , ,Perpetrated, , , ,22/12/2022,21:25,nga:63a4bf81,12.1361,10.6323
112,Verified,"OAG operatives with rifles on motorcycles infiltrated the location and fired shots randomly, prompting residents to flee. The operatives proceeded and looted foodstuffs in the community, burgled a phone charging shop and stole mobile phones, and set fire",20/12/2022,4th,03:00,Nigeria,nga,Borno,NG008,Askira/uba,NG008002,Sabon Gari,NGA12967, , , , ,N/A,10.633086,13.19948,Sabon Gari Lassa,OAG,Unknown OAG (NGA), , ,General Public,Other General Public, , , , , , ,Theft,Armed Robbery (Firearm), , ,Perpetrated, , , ,22/12/2022,09:01,nga:63a4120b,13.19948,10.633086
